player,season,team,overall,attack,defense,base_overall,podium_finish,era_boost,rating_source,photo
Cobi Jones,2002,USA,74,61,52,74,—,0.0,fivethirtyeight_zstats,
Jeff Agoos,2002,USA,74,57,59,74,—,0.0,fivethirtyeight_zstats,
Joe-Max Moore,2002,USA,73,57,50,73,—,0.0,fivethirtyeight_zstats,
Josh Wolff,2002,USA,73,57,50,73,—,0.0,fivethirtyeight_zstats,
Pablo Mastroeni,2002,USA,72,57,55,72,—,0.0,fivethirtyeight_zstats,
Alvaro Recoba,2002,Uruguay,85,88,51,92,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/recoba-alvaro.avif
Gustavo Varela,2002,Uruguay,86,77,74,86,—,0.0,fivethirtyeight_zstats,
Ronald Paolo Montero Iglesias,2002,Uruguay,85,71,86,86,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/montero-paolo.avif
Pablo García,2002,Uruguay,85,69,80,85,—,0.0,fivethirtyeight_zstats,
Darío Silva,2002,Uruguay,84,77,64,84,—,0.0,fivethirtyeight_zstats,
Darío Rodríguez,2002,Uruguay,83,76,78,83,—,0.0,fivethirtyeight_zstats,
Richard Morales,2002,Uruguay,82,65,52,82,—,0.0,fivethirtyeight_zstats,
Alejandro Lembo,2002,Uruguay,78,64,66,78,—,0.0,fivethirtyeight_zstats,
Gonzalo Sorondo,2002,Uruguay,78,60,69,78,—,0.0,fivethirtyeight_zstats,
Diego Forlán,2002,Uruguay,77,65,52,77,—,0.0,fivethirtyeight_zstats,
Mario Regueiro,2002,Uruguay,77,65,55,77,—,0.0,fivethirtyeight_zstats,
Sebastián Abreu,2002,Uruguay,75,62,57,75,—,0.0,fivethirtyeight_zstats,
Fabián Carini,2002,Uruguay,74,10,74,74,—,0.0,fivethirtyeight_zstats,
Gustavo Méndez,2002,Uruguay,74,60,54,74,—,0.0,fivethirtyeight_zstats,
Federico Magallanes,2002,Uruguay,73,56,52,73,—,0.0,fivethirtyeight_zstats,
Giovanni Guigou,2002,Uruguay,73,58,51,73,—,0.0,fivethirtyeight_zstats,
Clever Marcelo Romero,2002,Uruguay,72,60,53,72,—,0.0,fivethirtyeight_zstats,
João Pereira,2006,Angola,81,59,80,81,—,0.0,fivethirtyeight_zstats,
Kali,2006,Angola,81,57,77,81,—,0.0,fivethirtyeight_zstats,
Paulo Batista Nsimba,2006,Angola,81,73,54,81,—,0.0,fivethirtyeight_zstats,
Paulo Figueiredo,2006,Angola,81,72,64,81,—,0.0,fivethirtyeight_zstats,
Manuel Loco,2006,Angola,79,67,70,79,—,0.0,fivethirtyeight_zstats,
Antonio Mendonca,2006,Angola,78,71,58,78,—,0.0,fivethirtyeight_zstats,
Fabrice Akwa,2006,Angola,78,64,57,78,—,0.0,fivethirtyeight_zstats,
André Macanga,2006,Angola,77,66,61,77,—,0.0,fivethirtyeight_zstats,
Flávio,2006,Angola,77,62,50,77,—,0.0,fivethirtyeight_zstats,
Luis Delgado,2006,Angola,77,68,70,77,—,0.0,fivethirtyeight_zstats,
Miloy,2006,Angola,76,57,66,76,—,0.0,fivethirtyeight_zstats,
Mateus,2006,Angola,75,61,53,75,—,0.0,fivethirtyeight_zstats,
Ricardo Joao,2006,Angola,74,10,74,74,—,0.0,fivethirtyeight_zstats,
Love Cabúngula,2006,Angola,73,57,55,73,—,0.0,fivethirtyeight_zstats,
Mantorras,2006,Angola,73,59,51,73,—,0.0,fivethirtyeight_zstats,
Manuel Rui Marques,2006,Angola,72,56,53,72,—,0.0,fivethirtyeight_zstats,
Roberto Ayala,2006,Argentina,86,69,88,88,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/ayala-roberto.avif
Juan Riquelme,2006,Argentina,86,84,56,87,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/riquelme-juan-roman.avif
Maxi Rodríguez,2006,Argentina,85,79,65,85,—,0.0,fivethirtyeight_zstats,
Hernán Crespo,2006,Argentina,88,83,65,84,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/crespo-hernan.avif
Gabriel Heinze,2006,Argentina,82,62,79,82,—,0.0,fivethirtyeight_zstats,
Juan Pablo Sorin,2006,Argentina,84,74,77,82,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/sorin-juan-pablo.avif
Carlos Tevez,2006,Argentina,87,86,71,81,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/tevez-carlos.avif
Javier Mascherano,2006,Argentina,87,73,83,81,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/mascherano-javier.avif
Lionel Messi,2006,Argentina,98,93,58,78,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/messi-lionel.avif
Esteban Cambiasso,2006,Argentina,86,77,85,77,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/cambiasso-esteban.avif
Javier Saviola,2006,Argentina,85,84,58,77,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/saviola-javier.avif
Fabricio Coloccini,2006,Argentina,75,60,59,75,—,0.0,fivethirtyeight_zstats,
Nicolás Burdisso,2006,Argentina,75,59,61,75,—,0.0,fivethirtyeight_zstats,
Lionel Scaloni,2006,Argentina,74,59,57,74,—,0.0,fivethirtyeight_zstats,
Lucho González,2006,Argentina,74,58,58,74,—,0.0,fivethirtyeight_zstats,
Gabriel Milito,2006,Argentina,73,56,55,73,—,0.0,fivethirtyeight_zstats,
Julio Cruz,2006,Argentina,73,58,52,73,—,0.0,fivethirtyeight_zstats,
Roberto Abbondanzieri,2006,Argentina,73,10,73,73,—,0.0,fivethirtyeight_zstats,
Leandro Cufré,2006,Argentina,72,57,52,72,—,0.0,fivethirtyeight_zstats,
Pablo Aimar,2006,Argentina,86,84,60,72,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/aimar-pablo.avif
Leo Franco,2006,Argentina,71,10,71,71,—,0.0,fivethirtyeight_zstats,
Lucas Neill,2006,Australia,89,76,85,89,—,0.0,fivethirtyeight_zstats,
Craig Moore,2006,Australia,88,71,84,88,—,0.0,fivethirtyeight_zstats,
Scott Chipperfield,2006,Australia,88,74,85,88,—,0.0,fivethirtyeight_zstats,
Tim Cahill,2006,Australia,87,78,70,87,—,0.0,fivethirtyeight_zstats,
Harry Kewell,2006,Australia,86,79,56,86,—,0.0,fivethirtyeight_zstats,
Mark Viduka,2006,Australia,86,77,64,86,—,0.0,fivethirtyeight_zstats,
Mark Bresciano,2006,Australia,81,75,57,81,—,0.0,fivethirtyeight_zstats,
Vincenzo Grella,2006,Australia,81,67,75,81,—,0.0,fivethirtyeight_zstats,
Brett Emerton,2006,Australia,80,72,62,80,—,0.0,fivethirtyeight_zstats,
John Aloisi,2006,Australia,80,65,54,80,—,0.0,fivethirtyeight_zstats,
Jason Culina,2006,Australia,79,69,60,79,—,0.0,fivethirtyeight_zstats,
Joshua Kennedy,2006,Australia,78,63,59,78,—,0.0,fivethirtyeight_zstats,
Mile Sterjovski,2006,Australia,78,70,52,78,—,0.0,fivethirtyeight_zstats,
Luke Wilkshire,2006,Australia,74,62,51,74,—,0.0,fivethirtyeight_zstats,
Mark Schwarzer,2006,Australia,73,10,73,73,—,0.0,fivethirtyeight_zstats,
Tony Popovic,2006,Australia,72,55,51,72,—,0.0,fivethirtyeight_zstats,
Zeljko Kalac,2006,Australia,72,10,72,72,—,0.0,fivethirtyeight_zstats,
Ronaldinho,2006,Brazil,91,90,60,90,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/ronaldinho.avif
Lúcio,2006,Brazil,88,76,88,89,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/lucio.avif
Ronaldo,2006,Brazil,95,91,64,89,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/ronaldo-luis-nazario.avif
Juan,2006,Brazil,85,71,85,88,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/juan.avif
Kaká,2006,Brazil,90,88,65,87,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/kaka.avif
Adriano,2006,Brazil,87,86,63,84,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/adriano-leite.avif
Robinho,2006,Brazil,80,73,54,80,—,0.0,fivethirtyeight_zstats,
Zé Roberto,2006,Brazil,85,82,73,80,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/ze-roberto.avif
Cafu,2006,Brazil,90,81,73,79,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/cafu.avif
Roberto Carlos,2006,Brazil,91,83,73,79,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/roberto-carlos.avif
Cicinho,2006,Brazil,78,66,60,78,—,0.0,fivethirtyeight_zstats,
Gilberto Silva,2006,Brazil,86,75,84,78,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/gilberto-silva.avif
Ferreira da Rosa Emerson,2006,Brazil,85,76,83,77,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/da-rosa-emerson.avif
Juninho,2006,Brazil,77,66,58,77,—,0.0,fivethirtyeight_zstats,
Dida,2006,Brazil,87,14,85,75,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/dida.avif
Gilberto Melo,2006,Brazil,75,62,55,75,—,0.0,fivethirtyeight_zstats,
Ricardo Luis Pozzi Rodrigues,2006,Brazil,73,59,50,73,—,0.0,fivethirtyeight_zstats,
Paulo Wanchope,2006,Costa Rica,89,80,53,89,—,0.0,fivethirtyeight_zstats,
Michael Umaña,2006,Costa Rica,87,69,84,87,—,0.0,fivethirtyeight_zstats,
Rónald Gómez,2006,Costa Rica,87,81,59,87,—,0.0,fivethirtyeight_zstats,
Walter Centeno,2006,Costa Rica,86,81,64,86,—,0.0,fivethirtyeight_zstats,
Mauricio Solis,2006,Costa Rica,82,71,69,82,—,0.0,fivethirtyeight_zstats,
Leonardo González,2006,Costa Rica,81,70,75,81,—,0.0,fivethirtyeight_zstats,
Luis Marín,2006,Costa Rica,78,63,69,78,—,0.0,fivethirtyeight_zstats,
Danny Fonseca,2006,Costa Rica,77,58,65,77,—,0.0,fivethirtyeight_zstats,
Gabriel Badilla,2006,Costa Rica,75,56,61,75,—,0.0,fivethirtyeight_zstats,
Harold Wallace,2006,Costa Rica,75,62,59,75,—,0.0,fivethirtyeight_zstats,
Carlos Hernandez,2006,Costa Rica,74,60,51,74,—,0.0,fivethirtyeight_zstats,
Christian Bolaños,2006,Costa Rica,74,61,51,74,—,0.0,fivethirtyeight_zstats,
Douglas Sequeira,2006,Costa Rica,74,60,59,74,—,0.0,fivethirtyeight_zstats,
Jervis Drummond,2006,Costa Rica,74,60,57,74,—,0.0,fivethirtyeight_zstats,
Álvaro Saborío,2006,Costa Rica,74,58,59,74,—,0.0,fivethirtyeight_zstats,
Gilberto Martínez,2006,Costa Rica,73,58,53,73,—,0.0,fivethirtyeight_zstats,
José Porras,2006,Costa Rica,73,59,50,73,—,0.0,fivethirtyeight_zstats,
Darijo Srna,2006,Croatia,91,89,63,91,—,0.0,fivethirtyeight_zstats,
Marko Babic,2006,Croatia,90,86,63,90,—,0.0,fivethirtyeight_zstats,
Dado Prso,2006,Croatia,84,80,70,84,—,0.0,fivethirtyeight_zstats,
Igor Tudor,2006,Croatia,84,66,80,84,—,0.0,fivethirtyeight_zstats,
Niko Kovac,2006,Croatia,81,74,65,81,—,0.0,fivethirtyeight_zstats,
Josip Simunic,2006,Croatia,80,67,73,80,—,0.0,fivethirtyeight_zstats,
Niko Kranjcar,2006,Croatia,79,71,53,79,—,0.0,fivethirtyeight_zstats,
Ivan Klasnic,2006,Croatia,77,64,52,77,—,0.0,fivethirtyeight_zstats,
Ivica Olic,2006,Croatia,85,82,67,76,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/olic-ivica.avif
Luka Modric,2006,Croatia,91,85,68,75,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/modric-luka.avif
Dario Simic,2006,Croatia,74,59,59,74,—,0.0,fivethirtyeight_zstats,
Robert Kovac,2006,Croatia,74,59,60,74,—,0.0,fivethirtyeight_zstats,
Stipe Pletikosa,2006,Croatia,74,10,74,74,—,0.0,fivethirtyeight_zstats,
Stjepan Tomas,2006,Croatia,74,56,60,74,—,0.0,fivethirtyeight_zstats,
Jerko Leko,2006,Croatia,72,57,56,72,—,0.0,fivethirtyeight_zstats,
Tomas Rosicky,2006,Czech Republic,89,85,66,89,—,0.0,fivethirtyeight_zstats,
David Rozehnal,2006,Czech Republic,86,64,83,86,—,0.0,fivethirtyeight_zstats,
Pavel Nedved,2006,Czech Republic,90,85,72,86,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/nedved-pavel.avif
Zdenek Grygera,2006,Czech Republic,86,78,72,86,—,0.0,fivethirtyeight_zstats,
Marek Jankulovski,2006,Czech Republic,84,71,78,84,—,0.0,fivethirtyeight_zstats,
Jaroslav Plasil,2006,Czech Republic,81,73,66,81,—,0.0,fivethirtyeight_zstats,
Tomas Ujfalusi,2006,Czech Republic,80,57,75,80,—,0.0,fivethirtyeight_zstats,
Jan Koller,2006,Czech Republic,85,79,68,78,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/koller-jan.avif
Jirí Stajner,2006,Czech Republic,76,64,53,76,—,0.0,fivethirtyeight_zstats,
Karel Poborský,2006,Czech Republic,76,65,55,76,—,0.0,fivethirtyeight_zstats,
Jan Polak,2006,Czech Republic,75,60,61,75,—,0.0,fivethirtyeight_zstats,
Petr Cech,2006,Czech Republic,88,14,91,75,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/cech-petr.avif
Radoslav Kovác,2006,Czech Republic,75,57,61,75,—,0.0,fivethirtyeight_zstats,
Vratislav Lokvenc,2006,Czech Republic,75,59,64,75,—,0.0,fivethirtyeight_zstats,
Milan Baros,2006,Czech Republic,84,82,61,74,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/baros-milan.avif
Tomas Galasek,2006,Czech Republic,74,60,57,74,—,0.0,fivethirtyeight_zstats,
Agustin Delgado,2006,Ecuador,88,75,65,88,—,0.0,fivethirtyeight_zstats,
Giovanny Espinoza,2006,Ecuador,88,61,86,88,—,0.0,fivethirtyeight_zstats,
Ulises De la Cruz,2006,Ecuador,85,78,80,85,—,0.0,fivethirtyeight_zstats,
Carlos Tenorio,2006,Ecuador,84,75,52,84,—,0.0,fivethirtyeight_zstats,
Antonio Valencia,2006,Ecuador,83,80,70,82,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/valencia-antonio.avif
Edison Méndez,2006,Ecuador,82,76,56,82,—,0.0,fivethirtyeight_zstats,
Iván Kaviedes,2006,Ecuador,82,72,52,82,—,0.0,fivethirtyeight_zstats,
Iván Hurtado,2006,Ecuador,81,59,76,81,—,0.0,fivethirtyeight_zstats,
Neicer Reasco,2006,Ecuador,80,68,68,80,—,0.0,fivethirtyeight_zstats,
Jorge Guagua,2006,Ecuador,78,57,70,78,—,0.0,fivethirtyeight_zstats,
Edwin Tenorio,2006,Ecuador,76,64,59,76,—,0.0,fivethirtyeight_zstats,
Paúl Ambrosi,2006,Ecuador,76,59,63,76,—,0.0,fivethirtyeight_zstats,
Segundo Castillo,2006,Ecuador,75,61,61,75,—,0.0,fivethirtyeight_zstats,
Christian Benitez,2006,Ecuador,74,60,52,74,—,0.0,fivethirtyeight_zstats,
Cristian Mora,2006,Ecuador,74,10,74,74,—,0.0,fivethirtyeight_zstats,
Cristian Lara,2006,Ecuador,72,58,50,72,—,0.0,fivethirtyeight_zstats,
Marlon Ayovi,2006,Ecuador,72,56,52,72,—,0.0,fivethirtyeight_zstats,
Patricio Urrutia,2006,Ecuador,72,57,51,72,—,0.0,fivethirtyeight_zstats,
Felix Borja,2006,Ecuador,71,55,51,71,—,0.0,fivethirtyeight_zstats,
John Terry,2006,England,88,69,90,89,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/terry-john.avif
David Beckham,2006,England,88,83,64,87,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/beckham-david.avif
Joe Cole,2006,England,85,85,61,87,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/cole-joe.avif
Peter Crouch,2006,England,87,75,70,87,—,0.0,fivethirtyeight_zstats,
Steven Gerrard,2006,England,89,83,76,86,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/gerrard-steven.avif
Frank Lampard,2006,England,89,84,75,85,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/lampard-frank.avif
Rio Ferdinand,2006,England,87,72,87,85,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/ferdinand-rio.avif
Ashley Cole,2006,England,86,77,76,84,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/cole-ashley.avif
Wayne Rooney,2006,England,88,85,72,78,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/rooney-wayne.avif
Aaron Lennon,2006,England,77,66,53,77,—,0.0,fivethirtyeight_zstats,
Jamie Carragher,2006,England,85,67,86,77,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/carragher-jamie.avif
Owen Hargreaves,2006,England,77,62,68,77,—,0.0,fivethirtyeight_zstats,
Gary Neville,2006,England,85,71,83,75,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/neville-gary.avif
Paul Robinson,2006,England,75,10,75,75,—,0.0,fivethirtyeight_zstats,
Michael Owen,2006,England,87,85,58,73,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/owen-michael.avif
Sol Campbell,2006,England,87,70,89,73,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/campbell-sol.avif
Michael Carrick,2006,England,85,77,76,72,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/carrick-michael.avif
Stewart Downing,2006,England,72,57,50,72,—,0.0,fivethirtyeight_zstats,
Thierry Henry,2006,France,91,91,61,90,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/henry-thierry.avif
Zinedine Zidane,2006,France,93,86,65,89,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/zidane-zinedine.avif
Franck Ribéry,2006,France,89,86,61,86,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/ribery-franck.avif
Willy Sagnol,2006,France,84,73,78,85,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/sagnol-willy.avif
Florent Malouda,2006,France,86,82,64,83,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/malouda-florent.avif
Eric Abidal,2006,France,85,70,80,82,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/abidal-eric.avif
Patrick Vieira,2006,France,89,80,83,82,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/vieira-patrick.avif
Claude Makelele,2006,France,87,72,83,80,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/makelele-claude.avif
William Gallas,2006,France,85,72,84,81,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/gallas-william.avif
Lilian Thuram,2006,France,90,71,89,80,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/thuram-lilian.avif
David Trezeguet,2006,France,88,82,63,74,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/trezeguet-david.avif
Fabien Barthez,2006,France,86,15,88,74,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/barthez-fabien.avif
Mikaël Silvestre,2006,France,74,59,58,74,Runner-up,0.0,fivethirtyeight_zstats,
Sylvain Wiltord,2006,France,84,82,62,73,Runner-up,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/wiltord-sylvain.avif
Alou Diarra,2006,France,72,55,53,72,Runner-up,0.0,fivethirtyeight_zstats,
Louis Saha,2006,France,72,55,50,72,Runner-up,0.0,fivethirtyeight_zstats,
Sidney Govou,2006,France,72,56,51,72,Runner-up,0.0,fivethirtyeight_zstats,
Miroslav Klose,2006,Germany,86,82,68,91,3rd place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/klose-miroslav.avif
Philipp Lahm,2006,Germany,90,79,77,88,3rd place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/lahm-philipp.avif
Lukas Podolski,2006,Germany,86,76,57,86,3rd place,0.0,fivethirtyeight_zstats,
Christoph Metzelder,2006,Germany,85,63,82,85,3rd place,0.0,fivethirtyeight_zstats,
Bastian Schweinsteiger,2006,Germany,88,78,81,84,3rd place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/schweinsteiger-bastian.avif
Bernd Schneider,2006,Germany,83,77,67,83,3rd place,0.0,fivethirtyeight_zstats,
Michael Ballack,2006,Germany,88,82,74,82,3rd place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/ballack-michael.avif
Arne Friedrich,2006,Germany,81,69,74,81,3rd place,0.0,fivethirtyeight_zstats,
Per Mertesacker,2006,Germany,85,67,85,80,3rd place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/mertesacker-per.avif
Torsten Frings,2006,Germany,84,76,77,80,3rd place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/frings-torsten.avif
Oliver Neuville,2006,Germany,78,63,52,78,3rd place,0.0,fivethirtyeight_zstats,
Tim Borowski,2006,Germany,76,64,56,76,3rd place,0.0,fivethirtyeight_zstats,
David Odonkor,2006,Germany,75,63,53,75,3rd place,0.0,fivethirtyeight_zstats,
Jens Lehmann,2006,Germany,86,14,87,74,3rd place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/lehmann-jens.avif
Sebastian Kehl,2006,Germany,73,59,54,73,3rd place,0.0,fivethirtyeight_zstats,
Jens Nowotny,2006,Germany,72,56,54,72,3rd place,0.0,fivethirtyeight_zstats,
Marcell Jansen,2006,Germany,72,56,51,72,3rd place,0.0,fivethirtyeight_zstats,
Oliver Kahn,2006,Germany,91,15,90,71,3rd place,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/kahn-oliver.avif
Robert Huth,2006,Germany,72,55,52,72,3rd place,0.0,fivethirtyeight_zstats,
Stephen Appiah,2006,Ghana,83,75,76,88,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/appiah-stephen.avif
Asamoah Gyan,2006,Ghana,87,74,59,87,—,0.0,fivethirtyeight_zstats,
John Mensah,2006,Ghana,87,65,84,87,—,0.0,fivethirtyeight_zstats,
John Pantsil,2006,Ghana,83,75,74,83,—,0.0,fivethirtyeight_zstats,
Michael Essien,2006,Ghana,86,78,79,82,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/essien-michael.avif
Sulley Muntari,2006,Ghana,82,76,65,82,—,0.0,fivethirtyeight_zstats,
Illiasu Shilla,2006,Ghana,81,61,75,81,—,0.0,fivethirtyeight_zstats,
Matthew Amoah,2006,Ghana,78,66,54,78,—,0.0,fivethirtyeight_zstats,
Eric Addo,2006,Ghana,76,63,60,76,—,0.0,fivethirtyeight_zstats,
Haminu Draman,2006,Ghana,76,63,53,76,—,0.0,fivethirtyeight_zstats,
Emmanuel Pappoe,2006,Ghana,75,59,60,75,—,0.0,fivethirtyeight_zstats,
Habib Mohamed,2006,Ghana,75,58,60,75,—,0.0,fivethirtyeight_zstats,
Derek Boateng,2006,Ghana,74,59,59,74,—,0.0,fivethirtyeight_zstats,
Otto Addo,2006,Ghana,74,62,52,74,—,0.0,fivethirtyeight_zstats,
Richard Kingson,2006,Ghana,74,10,74,74,—,0.0,fivethirtyeight_zstats,
Samuel Kuffour,2006,Ghana,74,56,58,74,—,0.0,fivethirtyeight_zstats,
Alex Tachie-Mensah,2006,Ghana,73,57,50,73,—,0.0,fivethirtyeight_zstats,
Razak Pimpong,2006,Ghana,72,58,50,72,—,0.0,fivethirtyeight_zstats,
Mehdi Mahdavikia,2006,Iran,90,86,62,90,—,0.0,fivethirtyeight_zstats,
Andranik Teymourian,2006,Iran,85,72,80,85,—,0.0,fivethirtyeight_zstats,
Rahman Rezaei,2006,Iran,81,62,74,81,—,0.0,fivethirtyeight_zstats,
Ali Daei,2006,Iran,84,78,66,80,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/daei-ali.avif
Hossein Kaebi,2006,Iran,80,69,66,80,—,0.0,fivethirtyeight_zstats,
Mohammad Nosrati,2006,Iran,80,69,65,80,—,0.0,fivethirtyeight_zstats,
Ali Karimi,2006,Iran,84,82,62,78,—,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/karimi-ali.avif
Ferydoon Zandi,2006,Iran,78,67,57,78,—,0.0,fivethirtyeight_zstats,
Sohrab Bakhtiarizadeh,2006,Iran,78,61,67,78,—,0.0,fivethirtyeight_zstats,
Vahid Hashemian,2006,Iran,78,66,54,78,—,0.0,fivethirtyeight_zstats,
Yahya Golmohammadi,2006,Iran,78,64,63,78,—,0.0,fivethirtyeight_zstats,
Javad Nekounam,2006,Iran,77,67,62,77,—,0.0,fivethirtyeight_zstats,
Manei Madanchi,2006,Iran,77,67,56,77,—,0.0,fivethirtyeight_zstats,
Masoud Shojaei,2006,Iran,77,61,67,77,—,0.0,fivethirtyeight_zstats,
Rasoul Khatibi,2006,Iran,77,62,51,77,—,0.0,fivethirtyeight_zstats,
Arash Borhani,2006,Iran,73,59,50,73,—,0.0,fivethirtyeight_zstats,
Ebrahim Mirzapour,2006,Iran,73,10,73,73,—,0.0,fivethirtyeight_zstats,
Andrea Pirlo,2006,Italy,91,84,68,89,Champion,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/pirlo-andrea.avif
Fabio Cannavaro,2006,Italy,90,67,90,88,Champion,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/cannavaro-fabio.avif
Luca Toni,2006,Italy,85,78,65,85,Champion,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/toni-luca.avif
Francesco Totti,2006,Italy,90,87,62,84,Champion,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/totti-francesco.avif
Marco Materazzi,2006,Italy,83,64,79,83,Champion,0.0,fivethirtyeight_zstats,
Gennaro Gattuso,2006,Italy,87,69,85,82,Champion,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/gattuso-gennaro.avif
Gianluca Zambrotta,2006,Italy,87,77,77,81,Champion,0.0,legendsdb,https://auth.legendsdatabase.com/storage/v1/object/public/players/zambrotta-gianluca.avif
Fabio Grosso,2006,Italy,80,70,62,80,Champion,0.0,fivethirtyeight_zstats,
Alberto Gilardino,2006,Italy,79,65,54,79,Champion,0.0,fivethirtyeight_zstats,
Simone Perrotta,2006,Italy,78,67,58,78,Champion,0.0,fivethirtyeight_zstats,
Vincenzo Iaquinta,2006,Italy,77,62,50,77,Champion,0.0,fivethirtyeight_zstats,
